id,channel,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,p_treat,p_ctrl,uplift,rank,recommended
Next_2791,Google,1,170.97,0,18,1,0.1968,0.1637,0.0332,1412,0
Next_5476,Google,1,56.49,1,8,1,0.1274,0.0943,0.0331,1413,0
Next_1631,Google,1,62.99,3,11,1,0.1036,0.0705,0.0331,1414,0
Next_3592,Google,0,0.0,0,4,1,0.1039,0.0708,0.0331,1415,0
Next_5057,Google,3,60.99,2,9,1,0.1777,0.1446,0.0331,1416,0
Next_5714,Referral,3,65.49,0,16,0,0.2596,0.2265,0.0331,1417,0
Next_289,Instagram,2,52.99,1,24,0,0.158,0.1249,0.0331,1418,0
Next_2843,Google,2,103.98,5,15,1,0.1095,0.0764,0.0331,1419,0
Next_4704,Referral,0,0.0,1,10,0,0.0982,0.0651,0.0331,1420,0
Next_1067,Google,3,52.99,5,10,1,0.1185,0.0855,0.033,1421,0
Next_316,Google,0,0.0,6,18,1,0.0647,0.0317,0.033,1422,0
Next_2218,Google,0,0.0,6,18,1,0.0647,0.0317,0.033,1423,0
Next_5161,Referral,0,0.0,5,19,0,0.0708,0.0378,0.033,1424,0
Next_1400,Referral,0,0.0,5,19,0,0.0708,0.0378,0.033,1425,0
Next_2866,Google,2,66.99,4,11,1,0.1125,0.0796,0.033,1426,0
Next_1365,Google,1,109.98,2,13,1,0.1278,0.0948,0.0329,1427,0
Next_5249,Google,0,0.0,5,15,1,0.0685,0.0357,0.0329,1428,0
Next_172,Google,1,49.99,3,10,1,0.1005,0.0676,0.0329,1429,0
Next_3214,Referral,2,166.47,1,24,0,0.2305,0.1976,0.0328,1430,0
Next_3276,Google,4,91.98,0,17,1,0.3449,0.3121,0.0328,1431,0
Next_1319,Instagram,2,65.49,1,25,0,0.1627,0.1299,0.0328,1432,0
Next_4869,Google,1,53.49,5,14,1,0.084,0.0512,0.0328,1433,0
Next_4543,Other,0,0.0,6,9,0,0.0675,0.0348,0.0327,1434,0
Next_3982,Google,4,69.99,0,14,1,0.3214,0.2888,0.0326,1435,0
Next_3933,Google,1,59.99,7,19,1,0.0724,0.0398,0.0326,1436,0
Next_5528,Facebook,0,0.0,6,5,1,0.0654,0.0329,0.0325,1437,0
Next_2846,Referral,2,128.98,5,21,0,0.12,0.0875,0.0325,1438,0
Next_5605,Referral,0,0.0,4,16,0,0.075,0.0425,0.0324,1439,0
Next_322,Google,0,0.0,4,12,1,0.0726,0.0402,0.0324,1440,0
Next_1705,Referral,3,50.99,0,14,0,0.2463,0.2139,0.0324,1441,0
Next_3579,Other,1,142.98,4,10,0,0.1189,0.0865,0.0324,1442,0
Next_5749,Instagram,1,62.99,3,27,0,0.1024,0.0701,0.0323,1443,0
Next_1441,Instagram,0,0.0,0,20,0,0.1027,0.0704,0.0323,1444,0
Next_2236,Instagram,0,0.0,0,20,0,0.1027,0.0704,0.0323,1445,0
Next_4727,Instagram,0,0.0,0,20,0,0.1027,0.0704,0.0323,1446,0
Next_2320,Google,2,58.49,4,10,1,0.1091,0.0768,0.0323,1447,0
Next_475,Instagram,1,55.99,1,24,0,0.126,0.0937,0.0323,1448,0
Next_4494,Instagram,4,60.99,4,26,0,0.1699,0.1376,0.0322,1449,0
Next_981,Facebook,0,0.0,5,2,1,0.0693,0.037,0.0322,1450,0
Next_5260,Facebook,0,0.0,5,2,1,0.0693,0.037,0.0322,1451,0
Next_2725,Facebook,0,0.0,5,2,1,0.0693,0.037,0.0322,1452,0
Next_4418,Google,4,53.49,5,9,1,0.1444,0.1122,0.0322,1453,0
Next_3726,Referral,3,48.99,6,15,0,0.1085,0.0764,0.0322,1454,0
Next_4873,Google,2,74.49,4,11,1,0.1124,0.0804,0.0321,1455,0
Next_301,Other,0,0.0,3,1,0,0.083,0.0509,0.032,1456,0
Next_1101,Google,0,0.0,2,7,1,0.0842,0.0521,0.032,1457,0
Next_5813,Google,0,0.0,2,7,1,0.0842,0.0521,0.032,1458,0
Next_4208,Referral,2,61.99,2,13,0,0.1467,0.1147,0.032,1459,0
Next_5255,Referral,0,0.0,7,24,0,0.0609,0.029,0.0319,1460,0
Next_4491,Facebook,8,56.49,5,9,1,0.4394,0.4075,0.0319,1461,0
Next_3087,Google,2,73.99,7,16,1,0.0834,0.0515,0.0319,1462,0
Next_1589,Instagram,3,48.99,1,24,0,0.1964,0.1645,0.0319,1463,0
Next_10,Instagram,2,78.49,2,26,0,0.145,0.1131,0.0319,1464,0
Next_1640,Instagram,2,59.99,1,24,0,0.1579,0.126,0.0318,1465,0
Next_3771,Instagram,4,63.99,1,28,0,0.2684,0.2367,0.0318,1466,0
Next_1721,Facebook,5,57.99,0,6,1,0.4281,0.3964,0.0317,1467,0
Next_4230,Referral,0,0.0,2,11,0,0.0869,0.0552,0.0317,1468,0
Next_418,Referral,0,0.0,2,11,0,0.0869,0.0552,0.0317,1469,0
Next_5775,Referral,1,60.99,6,20,0,0.0792,0.0475,0.0317,1470,0
Next_2563,Google,0,0.0,6,17,1,0.0625,0.0309,0.0317,1471,0
Next_690,Referral,0,0.0,5,18,0,0.0684,0.0368,0.0316,1472,0
Next_5819,Referral,0,0.0,3,13,0,0.0794,0.0478,0.0315,1473,0
Next_1561,Google,0,0.0,0,3,1,0.1006,0.0691,0.0315,1474,0
Next_5168,Google,0,0.0,0,3,1,0.1006,0.0691,0.0315,1475,0
Next_5062,Google,0,0.0,0,3,1,0.1006,0.0691,0.0315,1476,0
Next_5917,Google,0,0.0,0,3,1,0.1006,0.0691,0.0315,1477,0
Next_3670,Google,0,0.0,5,14,1,0.0663,0.0348,0.0315,1478,0
Next_58,Google,0,0.0,5,14,1,0.0663,0.0348,0.0315,1479,0
Next_545,Instagram,1,60.99,5,30,0,0.0829,0.0515,0.0315,1480,0
Next_5397,Google,3,57.99,3,8,1,0.1495,0.1181,0.0314,1481,0
Next_3868,Referral,4,107.98,4,19,0,0.2036,0.1722,0.0314,1482,0
Next_862,Other,2,67.99,0,2,0,0.2081,0.1767,0.0314,1483,0
Next_5663,Google,1,70.99,5,14,1,0.0838,0.0525,0.0313,1484,0
Next_780,Other,1,133.98,1,7,0,0.1682,0.1369,0.0313,1485,0
Next_3160,Instagram,0,0.0,2,23,0,0.0832,0.0518,0.0313,1486,0
Next_1764,Instagram,0,0.0,2,23,0,0.0832,0.0518,0.0313,1487,0
Next_4152,Instagram,0,0.0,2,23,0,0.0832,0.0518,0.0313,1488,0
Next_1795,Instagram,1,62.99,1,24,0,0.1259,0.0946,0.0313,1489,0
Next_249,Google,3,68.49,0,10,1,0.2395,0.2082,0.0313,1490,0
Next_703,Instagram,0,0.0,1,21,0,0.091,0.0597,0.0313,1491,0
Next_3842,Instagram,0,0.0,1,21,0,0.091,0.0597,0.0313,1492,0
Next_306,Instagram,0,0.0,1,21,0,0.091,0.0597,0.0313,1493,0
Next_3452,Instagram,0,0.0,1,21,0,0.091,0.0597,0.0313,1494,0
Next_5277,Google,1,140.98,0,14,1,0.1755,0.1443,0.0312,1495,0
Next_5594,Facebook,0,0.0,6,4,1,0.0632,0.0321,0.0311,1496,0
Next_5982,Google,2,65.99,6,13,1,0.0883,0.0572,0.0311,1497,0
Next_626,Google,3,50.99,6,10,1,0.1018,0.0707,0.0311,1498,0
Next_4246,Referral,0,0.0,4,15,0,0.0725,0.0415,0.031,1499,0
Next_2190,Instagram,0,0.0,3,25,0,0.076,0.0449,0.031,1500,0
Next_1094,Google,1,56.99,4,11,1,0.0889,0.0579,0.031,1501,0
Next_5087,Other,0,0.0,5,5,0,0.0692,0.0382,0.0309,1502,0
Next_2388,Facebook,5,54.99,2,1,1,0.3076,0.2767,0.0309,1503,0
Next_4086,Instagram,4,67.99,4,26,0,0.1697,0.1388,0.0309,1504,0
Next_4569,Google,2,137.97,7,19,1,0.0914,0.0605,0.0309,1505,0
Next_2429,Google,1,53.99,6,15,1,0.0742,0.0434,0.0309,1506,0
Next_948,Facebook,0,0.0,5,1,1,0.067,0.0361,0.0309,1507,0
Next_5884,Facebook,0,0.0,5,1,1,0.067,0.0361,0.0309,1508,0
Next_1598,Facebook,1,111.98,3,1,1,0.1147,0.0839,0.0307,1509,0
Next_4800,Instagram,0,0.0,0,19,0,0.0994,0.0687,0.0307,1510,0
Next_4897,Instagram,0,0.0,0,19,0,0.0994,0.0687,0.0307,1511,0
Next_4217,Instagram,0,0.0,0,19,0,0.0994,0.0687,0.0307,1512,0
Next_4425,Instagram,0,0.0,0,19,0,0.0994,0.0687,0.0307,1513,0
Next_704,Instagram,0,0.0,0,19,0,0.0994,0.0687,0.0307,1514,0
Next_5297,Instagram,4,68.99,4,26,0,0.1697,0.139,0.0307,1515,0
Next_3405,Instagram,3,65.49,0,26,0,0.2372,0.2065,0.0307,1516,0
Next_5842,Google,1,47.49,2,7,1,0.1062,0.0756,0.0307,1517,0
Next_4895,Instagram,1,52.99,4,27,0,0.0879,0.0572,0.0307,1518,0
Next_949,Google,1,61.99,1,7,1,0.1234,0.0927,0.0306,1519,0
Next_5340,Google,5,74.99,7,11,1,0.1434,0.1128,0.0306,1520,0
Next_1085,Google,0,0.0,2,6,1,0.0814,0.0509,0.0306,1521,0
Next_512,Google,0,0.0,2,6,1,0.0814,0.0509,0.0306,1522,0
Next_5145,Referral,1,54.99,2,12,0,0.1131,0.0826,0.0305,1523,0
Next_1403,Google,0,0.0,1,4,1,0.0891,0.0586,0.0305,1524,0
Next_4465,Google,0,0.0,1,4,1,0.0891,0.0586,0.0305,1525,0
Next_297,Google,3,56.99,6,10,1,0.1018,0.0713,0.0304,1526,0
Next_2830,Other,1,44.49,4,2,0,0.0928,0.0624,0.0304,1527,0
Next_5580,Instagram,0,0.0,4,27,0,0.0694,0.0389,0.0304,1528,0
Next_1310,Instagram,0,0.0,4,27,0,0.0694,0.0389,0.0304,1529,0
Next_5239,Google,3,58.99,4,8,1,0.1291,0.0987,0.0304,1530,0
Next_3212,Google,0,0.0,6,16,1,0.0604,0.0301,0.0303,1531,0
Next_4351,Google,0,0.0,6,16,1,0.0604,0.0301,0.0303,1532,0
Next_1974,Instagram,2,68.99,3,25,0,0.1213,0.091,0.0303,1533,0
Next_2530,Google,0,0.0,7,19,1,0.057,0.0267,0.0303,1534,0
Next_3582,Facebook,1,49.99,6,2,1,0.0751,0.0448,0.0303,1535,0
Next_4518,Referral,2,132.98,5,20,0,0.1162,0.0859,0.0303,1536,0
Next_3701,Google,0,0.0,3,8,1,0.0744,0.0441,0.0303,1537,0
Next_5684,Referral,0,0.0,2,10,0,0.084,0.0538,0.0302,1538,0
Next_4887,Referral,0,0.0,2,10,0,0.084,0.0538,0.0302,1539,0
Next_506,Instagram,3,65.99,1,25,0,0.2018,0.1716,0.0302,1540,0
Next_3009,Instagram,3,58.99,0,25,0,0.2309,0.2007,0.0302,1541,0
Next_3485,Google,0,0.0,5,13,1,0.0641,0.0339,0.0301,1542,0
Next_3447,Google,0,0.0,5,13,1,0.0641,0.0339,0.0301,1543,0
Next_1367,Google,0,0.0,5,13,1,0.0641,0.0339,0.0301,1544,0
Next_1916,Google,0,0.0,5,13,1,0.0641,0.0339,0.0301,1545,0
Next_1743,Google,0,0.0,5,13,1,0.0641,0.0339,0.0301,1546,0
Next_3017,Referral,4,54.49,2,14,0,0.2321,0.2019,0.0301,1547,0
Next_1511,Referral,3,58.99,1,13,0,0.2098,0.1796,0.0301,1548,0
Next_3621,Referral,0,0.0,3,12,0,0.0768,0.0467,0.0301,1549,0
Next_530,Instagram,3,54.99,4,24,0,0.1277,0.0976,0.03,1550,0
Next_3826,Other,2,68.99,1,1,0,0.176,0.146,0.03,1551,0
Next_534,Facebook,6,61.99,0,12,1,0.5475,0.5175,0.03,1552,0
Next_2280,Google,0,0.0,0,2,1,0.0974,0.0674,0.0299,1553,0
Next_452,Google,0,0.0,0,2,1,0.0974,0.0674,0.0299,1554,0
Next_3581,Instagram,0,0.0,2,22,0,0.0804,0.0506,0.0299,1555,0
Next_1875,Instagram,0,0.0,2,22,0,0.0804,0.0506,0.0299,1556,0
Next_5616,Facebook,2,129.98,1,2,1,0.197,0.1672,0.0298,1557,0
Next_1587,Instagram,0,0.0,1,20,0,0.088,0.0583,0.0298,1558,0
Next_2586,Instagram,0,0.0,1,20,0,0.088,0.0583,0.0298,1559,0
Next_1192,Google,1,69.49,2,8,1,0.1095,0.0797,0.0297,1560,0
Next_1956,Google,0,0.0,4,10,1,0.0679,0.0382,0.0297,1561,0
Next_3901,Google,0,0.0,4,10,1,0.0679,0.0382,0.0297,1562,0
Next_2633,Google,0,0.0,4,10,1,0.0679,0.0382,0.0297,1563,0
Next_5745,Referral,0,0.0,4,14,0,0.0701,0.0404,0.0297,1564,0
Next_2498,Facebook,1,215.97,7,13,1,0.0907,0.061,0.0296,1565,0
Next_2152,Other,0,0.0,5,4,0,0.0669,0.0373,0.0296,1566,0
Next_5004,Google,2,119.98,2,12,1,0.1552,0.1256,0.0296,1567,0
Next_1994,Instagram,2,46.99,4,24,0,0.1012,0.0716,0.0296,1568,0
Next_4224,Google,1,75.98,0,7,1,0.1428,0.1132,0.0296,1569,0
Next_3596,Google,5,83.99,1,17,1,0.3664,0.3369,0.0295,1570,0
Next_1497,Instagram,1,64.49,2,24,0,0.1082,0.0787,0.0295,1571,0
Next_28,Google,3,157.47,6,17,1,0.1259,0.0965,0.0295,1572,0
Next_4564,Google,2,65.99,2,7,1,0.1337,0.1043,0.0294,1573,0
Next_3027,Referral,0,0.0,7,22,0,0.0569,0.0275,0.0294,1574,0
Next_3584,Referral,0,0.0,7,22,0,0.0569,0.0275,0.0294,1575,0
Next_825,Referral,1,61.99,1,11,0,0.1272,0.0978,0.0293,1576,0
Next_5021,Google,6,53.49,7,9,1,0.1689,0.1396,0.0293,1577,0
Next_997,Referral,1,116.98,3,17,0,0.1133,0.084,0.0293,1578,0
Next_202,Instagram,0,0.0,0,18,0,0.0962,0.067,0.0292,1579,0
Next_2149,Instagram,0,0.0,0,18,0,0.0962,0.067,0.0292,1580,0
Next_2856,Instagram,0,0.0,0,18,0,0.0962,0.067,0.0292,1581,0
Next_3376,Google,0,0.0,2,5,1,0.0788,0.0496,0.0291,1582,0
Next_1623,Google,0,0.0,2,5,1,0.0788,0.0496,0.0291,1583,0
Next_2606,Google,0,0.0,2,5,1,0.0788,0.0496,0.0291,1584,0
Next_1682,Google,0,0.0,2,5,1,0.0788,0.0496,0.0291,1585,0
Next_3747,Google,0,0.0,6,15,1,0.0584,0.0293,0.0291,1586,0
Next_2168,Facebook,2,133.47,4,2,1,0.1281,0.0991,0.0291,1587,0
Next_4959,Referral,2,77.99,4,14,0,0.1122,0.0832,0.029,1588,0
Next_211,Google,3,131.98,5,14,1,0.1333,0.1043,0.029,1589,0
Next_3755,Google,1,61.99,6,14,1,0.0717,0.0427,0.029,1590,0
Next_5486,Facebook,2,215.97,0,13,1,0.3,0.271,0.0289,1591,0
Next_2428,Other,3,66.49,3,1,0,0.1651,0.1362,0.0289,1592,0
Next_3502,Google,0,0.0,5,12,1,0.0619,0.0331,0.0289,1593,0
Next_3646,Instagram,2,67.99,3,24,0,0.1175,0.0887,0.0288,1594,0
Next_5127,Referral,0,0.0,3,11,0,0.0743,0.0455,0.0287,1595,0
Next_4838,Facebook,5,68.99,1,4,1,0.3696,0.3408,0.0287,1596,0
Next_806,Instagram,1,58.49,4,26,0,0.0849,0.0562,0.0287,1597,0
Next_3614,Instagram,2,55.99,0,22,0,0.1715,0.1428,0.0287,1598,0
Next_4830,Google,1,50.49,4,9,1,0.0832,0.0546,0.0287,1599,0
Next_3591,Google,1,51.99,2,6,1,0.1028,0.0742,0.0286,1600,0
Next_3825,Google,5,123.98,2,20,1,0.3509,0.3224,0.0285,1601,0
Next_2507,Facebook,4,221.97,1,21,1,0.4496,0.4211,0.0285,1602,0
Next_2863,Instagram,4,49.99,4,23,0,0.1553,0.1268,0.0285,1603,0
Next_2710,Instagram,2,70.49,4,25,0,0.1042,0.0757,0.0285,1604,0
Next_2293,Google,1,48.99,0,4,1,0.1304,0.1019,0.0285,1605,0
Next_1234,Google,1,65.49,1,6,1,0.1195,0.091,0.0285,1606,0
Next_4056,Instagram,0,0.0,2,21,0,0.0778,0.0493,0.0285,1607,0
Next_5364,Instagram,0,0.0,2,21,0,0.0778,0.0493,0.0285,1608,0
Next_1396,Referral,3,56.99,1,12,0,0.2039,0.1754,0.0285,1609,0
Next_1022,Google,1,77.99,1,7,1,0.1231,0.0947,0.0284,1610,0
Next_5144,Google,0,0.0,0,1,1,0.0942,0.0658,0.0284,1611,0
Next_350,Google,0,0.0,0,1,1,0.0942,0.0658,0.0284,1612,0
Next_1766,Google,0,0.0,0,1,1,0.0942,0.0658,0.0284,1613,0
Next_3406,Google,0,0.0,4,9,1,0.0656,0.0372,0.0284,1614,0
Next_3124,Google,0,0.0,4,9,1,0.0656,0.0372,0.0284,1615,0
Next_3666,Referral,0,0.0,4,13,0,0.0678,0.0394,0.0284,1616,0
Next_3711,Referral,0,0.0,4,13,0,0.0678,0.0394,0.0284,1617,0
Next_3663,Instagram,4,50.99,4,23,0,0.1553,0.1269,0.0283,1618,0
Next_5734,Google,2,53.99,1,5,1,0.1457,0.1174,0.0283,1619,0
Next_5776,Google,5,159.98,2,25,1,0.3921,0.3637,0.0283,1620,0
Next_1082,Instagram,0,0.0,1,19,0,0.0852,0.0568,0.0283,1621,0
Next_4909,Instagram,0,0.0,1,19,0,0.0852,0.0568,0.0283,1622,0
Next_5143,Instagram,0,0.0,5,28,0,0.0612,0.0329,0.0283,1623,0
Next_4914,Instagram,3,66.99,4,24,0,0.1275,0.0992,0.0283,1624,0
Next_3484,Facebook,1,95.98,6,3,1,0.0772,0.0489,0.0283,1625,0
Next_5814,Instagram,3,65.49,1,24,0,0.1961,0.1678,0.0282,1626,0
Next_5746,Instagram,2,48.49,0,21,0,0.1665,0.1383,0.0282,1627,0
Next_3225,Instagram,1,61.99,2,23,0,0.1048,0.0766,0.0282,1628,0
Next_5531,Instagram,2,73.99,4,25,0,0.1042,0.0761,0.0281,1629,0
Next_1671,Google,2,53.99,4,7,1,0.099,0.0709,0.0281,1630,0
Next_1105,Google,2,50.99,7,12,1,0.0732,0.0451,0.0281,1631,0
Next_1424,Other,2,56.99,5,1,0,0.0976,0.0696,0.028,1632,0
Next_694,Instagram,1,50.99,1,21,0,0.1146,0.0866,0.0279,1633,0
Next_2319,Instagram,1,51.49,4,25,0,0.0822,0.0543,0.0279,1634,0
Next_3060,Google,0,0.0,7,17,1,0.0532,0.0253,0.0279,1635,0
Next_2313,Google,0,0.0,6,14,1,0.0564,0.0286,0.0279,1636,0
Next_2450,Google,0,0.0,6,14,1,0.0564,0.0286,0.0279,1637,0
Next_2526,Other,4,63.49,5,1,0,0.1547,0.1268,0.0278,1638,0
Next_3034,Google,1,107.98,0,9,1,0.1514,0.1236,0.0278,1639,0
Next_2486,Instagram,0,0.0,4,25,0,0.0648,0.037,0.0278,1640,0
Next_4257,Instagram,2,61.99,1,22,0,0.1485,0.1207,0.0278,1641,0
Next_70,Google,4,173.97,6,18,1,0.1625,0.1347,0.0277,1642,0
Next_4496,Instagram,0,0.0,0,17,0,0.0931,0.0654,0.0277,1643,0
Next_3055,Instagram,0,0.0,0,17,0,0.0931,0.0654,0.0277,1644,0
Next_4300,Instagram,0,0.0,0,17,0,0.0931,0.0654,0.0277,1645,0
Next_4916,Referral,0,0.0,5,15,0,0.0618,0.0341,0.0277,1646,0
Next_2994,Google,3,133.98,2,14,1,0.2042,0.1765,0.0277,1647,0
Next_1483,Referral,5,75.99,4,16,0,0.2306,0.2029,0.0277,1648,0
Next_2717,Google,1,93.98,4,11,1,0.0885,0.0609,0.0276,1649,0
Next_1221,Google,0,0.0,5,11,1,0.0598,0.0322,0.0276,1650,0
Next_4267,Referral,2,74.99,5,14,0,0.0964,0.0687,0.0276,1651,0
Next_3350,Google,0,0.0,1,2,1,0.0834,0.0558,0.0276,1652,0
Next_634,Google,0,0.0,1,2,1,0.0834,0.0558,0.0276,1653,0
Next_4584,Google,0,0.0,1,2,1,0.0834,0.0558,0.0276,1654,0
Next_1011,Instagram,1,65.99,1,22,0,0.1181,0.0905,0.0276,1655,0
Next_1002,Google,1,66.49,0,5,1,0.1343,0.1068,0.0276,1656,0
Next_2763,Instagram,1,89.98,1,24,0,0.1255,0.098,0.0275,1657,0
Next_3442,Google,3,59.99,2,6,1,0.1624,0.135,0.0275,1658,0
Next_2692,Instagram,4,65.99,5,24,0,0.1382,0.1108,0.0274,1659,0
Next_5096,Other,1,44.99,7,6,0,0.0662,0.0388,0.0274,1660,0
Next_3809,Instagram,1,55.99,2,22,0,0.1016,0.0742,0.0274,1661,0
Next_1995,Google,2,56.99,5,8,1,0.0876,0.0604,0.0272,1662,0
Next_4439,Instagram,0,0.0,2,20,0,0.0752,0.0481,0.0272,1663,0
Next_3782,Instagram,2,43.49,3,21,0,0.107,0.0799,0.0271,1664,0
Next_5601,Google,4,60.99,1,9,1,0.2502,0.2231,0.0271,1665,0
Next_1203,Facebook,2,166.98,0,6,1,0.2508,0.2237,0.0271,1666,0
Next_1636,Referral,0,0.0,4,12,0,0.0655,0.0384,0.0271,1667,0
Next_1019,Google,4,115.98,1,16,1,0.2991,0.272,0.0271,1668,0
Next_3336,Other,0,0.0,5,2,0,0.0625,0.0354,0.0271,1669,0
Next_2136,Instagram,1,77.49,4,26,0,0.0848,0.0577,0.027,1670,0
Next_3545,Instagram,2,66.49,1,22,0,0.1484,0.1214,0.027,1671,0
Next_3363,Instagram,2,51.49,5,24,0,0.0866,0.0596,0.027,1672,0
Next_5325,Google,2,59.49,5,8,1,0.0876,0.0606,0.027,1673,0
Next_3134,Google,2,50.99,0,4,1,0.1633,0.1364,0.0269,1674,0
Next_5780,Instagram,0,0.0,1,18,0,0.0824,0.0554,0.0269,1675,0
Next_4377,Instagram,0,0.0,1,18,0,0.0824,0.0554,0.0269,1676,0
Next_3334,Instagram,0,0.0,1,18,0,0.0824,0.0554,0.0269,1677,0
Next_2295,Instagram,0,0.0,1,18,0,0.0824,0.0554,0.0269,1678,0
Next_5992,Instagram,0,0.0,1,18,0,0.0824,0.0554,0.0269,1679,0
Next_5897,Instagram,0,0.0,1,18,0,0.0824,0.0554,0.0269,1680,0
Next_629,Instagram,0,0.0,1,18,0,0.0824,0.0554,0.0269,1681,0
Next_3983,Instagram,0,0.0,1,18,0,0.0824,0.0554,0.0269,1682,0
Next_2101,Instagram,0,0.0,1,18,0,0.0824,0.0554,0.0269,1683,0
Next_4687,Instagram,0,0.0,1,18,0,0.0824,0.0554,0.0269,1684,0
Next_2042,Instagram,1,58.99,1,21,0,0.1145,0.0876,0.0269,1685,0
Next_1515,Instagram,1,53.99,0,20,0,0.1289,0.102,0.0269,1686,0
Next_383,Facebook,1,156.98,4,3,1,0.1045,0.0777,0.0269,1687,0
Next_2411,Referral,5,130.98,6,20,0,0.1965,0.1696,0.0268,1688,0
Next_5341,Google,2,61.49,0,5,1,0.1681,0.1413,0.0268,1689,0
Next_5072,Instagram,1,111.98,2,26,0,0.1148,0.088,0.0268,1690,0
Next_79,Google,2,51.99,0,4,1,0.1633,0.1365,0.0268,1691,0
Next_2491,Instagram,1,87.49,0,23,0,0.141,0.1143,0.0267,1692,0
Next_4358,Google,0,0.0,7,16,1,0.0514,0.0247,0.0267,1693,0
Next_5471,Instagram,2,54.99,5,24,0,0.0866,0.0599,0.0267,1694,0
Next_3100,Google,0,0.0,6,13,1,0.0545,0.0279,0.0267,1695,0
Next_3264,Instagram,1,77.49,0,22,0,0.1369,0.1102,0.0266,1696,0
Next_3767,Instagram,1,87.98,3,25,0,0.0957,0.069,0.0266,1697,0
Next_2974,Google,1,61.99,0,4,1,0.1302,0.1037,0.0266,1698,0
Next_1276,Instagram,0,0.0,4,24,0,0.0627,0.0361,0.0266,1699,0
Next_5001,Instagram,0,0.0,4,24,0,0.0627,0.0361,0.0266,1700,0
Next_2822,Instagram,0,0.0,4,24,0,0.0627,0.0361,0.0266,1701,0
Next_566,Instagram,0,0.0,4,24,0,0.0627,0.0361,0.0266,1702,0
Next_4940,Referral,1,83.49,0,11,0,0.147,0.1205,0.0265,1703,0
Next_5280,Google,3,52.99,0,6,1,0.2145,0.188,0.0265,1704,0
Next_5318,Referral,0,0.0,5,14,0,0.0598,0.0333,0.0265,1705,0
Next_3645,Instagram,3,56.49,0,23,0,0.2183,0.1918,0.0265,1706,0
Next_5656,Google,0,0.0,2,3,1,0.0737,0.0472,0.0265,1707,0
Next_1334,Google,0,0.0,2,3,1,0.0737,0.0472,0.0265,1708,0
Next_2336,Google,0,0.0,5,10,1,0.0578,0.0314,0.0264,1709,0
Next_2335,Google,0,0.0,5,10,1,0.0578,0.0314,0.0264,1710,0
Next_5902,Google,2,71.49,6,10,1,0.0799,0.0535,0.0264,1711,0
Next_1463,Google,4,73.99,0,12,1,0.3057,0.2793,0.0264,1712,0
Next_4397,Google,5,49.49,1,11,1,0.3186,0.2922,0.0264,1713,0
Next_2453,Referral,5,46.99,4,12,0,0.2066,0.1802,0.0264,1714,0
Next_1779,Google,0,0.0,3,5,1,0.0672,0.0409,0.0263,1715,0
Next_4903,Google,0,0.0,3,5,1,0.0672,0.0409,0.0263,1716,0
Next_5781,Google,0,0.0,3,5,1,0.0672,0.0409,0.0263,1717,0
Next_446,Google,0,0.0,3,5,1,0.0672,0.0409,0.0263,1718,0
Next_5498,Referral,3,59.49,6,12,0,0.0983,0.072,0.0263,1719,0
Next_3206,Referral,4,69.49,3,13,0,0.197,0.1706,0.0263,1720,0
Next_1808,Instagram,0,0.0,0,16,0,0.0901,0.0638,0.0263,1721,0
Next_2033,Instagram,0,0.0,0,16,0,0.0901,0.0638,0.0263,1722,0
Next_5943,Instagram,0,0.0,0,16,0,0.0901,0.0638,0.0263,1723,0
Next_123,Instagram,0,0.0,0,16,0,0.0901,0.0638,0.0263,1724,0
Next_3215,Google,1,63.99,0,4,1,0.1302,0.1039,0.0263,1725,0
Next_2707,Instagram,1,63.99,1,21,0,0.1144,0.0881,0.0263,1726,0
Next_4292,Google,0,0.0,1,1,1,0.0806,0.0544,0.0262,1727,0
Next_3682,Google,0,0.0,1,1,1,0.0806,0.0544,0.0262,1728,0
Next_2975,Google,3,52.99,4,5,1,0.1174,0.0912,0.0262,1729,0
Next_5298,Instagram,2,60.99,1,21,0,0.144,0.1178,0.0262,1730,0
Next_4279,Instagram,1,39.99,2,20,0,0.0953,0.0691,0.0262,1731,0
Next_4375,Instagram,1,58.99,0,20,0,0.1288,0.1027,0.0261,1732,0
Next_2156,Google,2,38.49,5,6,1,0.0822,0.0561,0.0261,1733,0
Next_5352,Instagram,1,53.49,1,20,0,0.1109,0.0849,0.0261,1734,0
Next_5525,Instagram,3,61.99,2,22,0,0.1606,0.1346,0.026,1735,0
Next_1240,Google,1,73.49,3,7,1,0.0908,0.0648,0.026,1736,0
Next_1938,Other,3,73.99,0,3,0,0.2616,0.2357,0.026,1737,0
Next_1134,Instagram,1,37.99,0,18,0,0.1212,0.0953,0.0259,1738,0
Next_498,Instagram,0,0.0,5,26,0,0.0571,0.0312,0.0259,1739,0
Next_3678,Referral,1,76.49,4,13,0,0.0857,0.0598,0.0259,1740,0
Next_1180,Instagram,0,0.0,2,19,0,0.0728,0.0469,0.0259,1741,0
Next_2153,Instagram,0,0.0,2,19,0,0.0728,0.0469,0.0259,1742,0
Next_2,Instagram,0,0.0,2,19,0,0.0728,0.0469,0.0259,1743,0
Next_1558,Google,1,63.99,7,14,1,0.0611,0.0353,0.0258,1744,0
Next_2736,Referral,4,48.99,4,10,0,0.1568,0.131,0.0258,1745,0
Next_1929,Google,2,60.99,3,5,1,0.108,0.0822,0.0258,1746,0
